"","Year","System","Number","Type","Leg","Info_1","Info_2","Info_3","Info_4"
"1588",1983,"W59",NA,"Warhead","Land","Lawrence Livermore National Laboratory","270kg","Contact, airburst","1.2Mt"
"1589",1983,"W56",440,"Warhead","Land","Los Alamos National Laboratory","250kg","Contact, airburst","800Kt"
"1590",1983,"W62",750,"Warhead","Land","Lawrence Livermore National Laboratory","115kg","Contact, airburst","170Kt"
"1591",1983,"W78",900,"Warhead","Land","Los Alamos National Laboratory","320-360kg","Contact, airburst","350Kt"
"1592",1983,"W87",NA,"Warhead","Land","Lawrence Livermore National Laboratory","180-270kg","Contact, airburst","300Kt"
"1593",1983,"W47Y1",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","330kg","Contact, airburst","600Kt"
"1594",1983,"W47Y2",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","332kg","Contact, airburst","1.2Mt"
"1595",1983,"W58",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","117kg","Contact, airburst","200Kt"
"1596",1983,"W68",3040,"Warhead","Sea","Lawrence Livermore National Laboratory","166kg","Contact, airburst","40Kt"
"1597",1983,"W76-0",1920,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","100Kt"
"1598",1983,"W76-1",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","90Kt"
"1599",1983,"W88",NA,"Warhead","Sea","Los Alamos National Laboratory","175-350kg","Contact, airburst","475Kt"
"1600",1984,"B-29 Superfortress",NA,"Delivery Vehicle","Air","3,853km","N/A","N/A","12,700kg"
"1601",1984,"B-36 Peacemaker",NA,"Delivery Vehicle","Air","3,240km","N/A","N/A","11,340kg"
"1602",1984,"B-50 Superfortress",NA,"Delivery Vehicle","Air","14,200km","N/A","N/A","32,000kg"
"1603",1984,"B-47 Stratojet",NA,"Delivery Vehicle","Air","3,220km","N/A","N/A","8,820kg"
"1604",1984,"B-58 Hustler",NA,"Delivery Vehicle","Air","11,000km","N/A","N/A","23,000kg"
"1605",1984,"B-52 Stratofortress",241,"Delivery Vehicle","Air","12,000km","N/A","N/A","34,000kg"
"1606",1984,"B-1B Lancer",NA,"Delivery Vehicle","Air","5,230km","N/A","N/A","9,100kg"
"1607",1984,"B-2 Spirit",NA,"Delivery Vehicle","Air","6,413km","N/A","N/A","33,000kg"
"1608",1984,"Atlas",NA,"Delivery Vehicle","Land","14,000km","1,400m","Radio Command","1 Warhead"
"1609",1984,"Titan I",NA,"Delivery Vehicle","Land","10,000km","1,400m","Radio Command","1 Warhead"
"1610",1984,"Titan II",30,"Delivery Vehicle","Land","15,000km","900m","Inertial","1 Warhead"
"1611",1984,"Minuteman I",NA,"Delivery Vehicle","Land","10,000km","1000m","Inertial","1 Warhead"
"1612",1984,"Minuteman II",450,"Delivery Vehicle","Land","12,500km","200m","Inertial","3 Warheads (MIRV)"
"1613",1984,"Minuteman III",550,"Delivery Vehicle","Land","13,000km","120m","Inertial","3 Warheads (MIRV)"
"1614",1984,"Peacekeeper",NA,"Delivery Vehicle","Land","9,600km","90m","Inertial","12 Warheads (MIRV)"
"1615",1984,"Polaris A-1",NA,"Delivery Vehicle","Sea","2,200km","3.7km","Inertial","1 Warhead"
"1616",1984,"Polaris A-2",NA,"Delivery Vehicle","Sea","2,700km","3.7km","Inertial","1 Warhead"
"1617",1984,"Polaris A-3",NA,"Delivery Vehicle","Sea","4,600km","1km","Inertial","3 Warheads (MRV)"
"1618",1984,"Poseidon C-3",304,"Delivery Vehicle","Sea","5,900km","560m","Inertial","10 Warheads (MIRV)"
"1619",1984,"Trident C-4",288,"Delivery Vehicle","Sea","7,400km","200-500m","Astro-Inertial","8 Warheads (MIRV)"
"1620",1984,"Trident D-5",NA,"Delivery Vehicle","Sea","12,000km","100m","Astro-Inertial","10-14 Warheads (MIRV)"
"1621",1984,"B61-7/-11, B83-1",NA,"Warhead","Air","Los Alamos National Laboratory","130kg","Contact, airburst","5-150Kt (Variable Yield)"
"1622",1984,"AGM-28B (W28)",NA,"Warhead","Air","Los Alamos National Laboratory","790kg","Contact, airburst","70-1,450Kt"
"1623",1984,"AGM-69A (W69)",1140,"Warhead","Air","Los Alamos National Laboratory","125kg","Contact, airburst","170-200Kt"
"1624",1984,"AGM-86B (W80-1)",900,"Warhead","Air","Los Alamos National Laboratory","130kg","Contact, airburst","5-150Kt (Variable Yield)"
"1625",1984,"AGM-129A (W80-1)",NA,"Warhead","Air","Los Alamos National Laboratory","324kg (B61), 1100kg (B83)","Contact, airburst","10-1,200Kt (Variable Yield)"
"1626",1984,"W49",NA,"Warhead","Land","Lawrence Livermore National Laboratory","1,400kg","Contact, airburst","4.5Mt"
"1627",1984,"W38",NA,"Warhead","Land","Los Alamos National Laboratory","740kg","Contact, airburst","1.45Mt"
"1628",1984,"W53",30,"Warhead","Land","Los Alamos National Laboratory","4,010kg","Contact, airburst","9Mt"
"1629",1984,"W59",NA,"Warhead","Land","Lawrence Livermore National Laboratory","270kg","Contact, airburst","1.2Mt"
"1630",1984,"W56",440,"Warhead","Land","Los Alamos National Laboratory","250kg","Contact, airburst","800Kt"
"1631",1984,"W62",750,"Warhead","Land","Lawrence Livermore National Laboratory","115kg","Contact, airburst","170Kt"
"1632",1984,"W78",900,"Warhead","Land","Los Alamos National Laboratory","320-360kg","Contact, airburst","350Kt"
"1633",1984,"W87",NA,"Warhead","Land","Lawrence Livermore National Laboratory","180-270kg","Contact, airburst","300Kt"
"1634",1984,"W47Y1",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","330kg","Contact, airburst","600Kt"
"1635",1984,"W47Y2",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","332kg","Contact, airburst","1.2Mt"
"1636",1984,"W58",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","117kg","Contact, airburst","200Kt"
"1637",1984,"W68",3040,"Warhead","Sea","Lawrence Livermore National Laboratory","166kg","Contact, airburst","40Kt"
"1638",1984,"W76-0",2304,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","100Kt"
"1639",1984,"W76-1",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","90Kt"
"1640",1984,"W88",NA,"Warhead","Sea","Los Alamos National Laboratory","175-350kg","Contact, airburst","475Kt"
"1641",1985,"B-29 Superfortress",NA,"Delivery Vehicle","Air","3,853km","N/A","N/A","12,700kg"
"1642",1985,"B-36 Peacemaker",NA,"Delivery Vehicle","Air","3,240km","N/A","N/A","11,340kg"
"1643",1985,"B-50 Superfortress",NA,"Delivery Vehicle","Air","14,200km","N/A","N/A","32,000kg"
"1644",1985,"B-47 Stratojet",NA,"Delivery Vehicle","Air","3,220km","N/A","N/A","8,820kg"
"1645",1985,"B-58 Hustler",NA,"Delivery Vehicle","Air","11,000km","N/A","N/A","23,000kg"
"1646",1985,"B-52 Stratofortress",241,"Delivery Vehicle","Air","12,000km","N/A","N/A","34,000kg"
"1647",1985,"B-1B Lancer",NA,"Delivery Vehicle","Air","5,230km","N/A","N/A","9,100kg"
"1648",1985,"B-2 Spirit",NA,"Delivery Vehicle","Air","6,413km","N/A","N/A","33,000kg"
"1649",1985,"Atlas",NA,"Delivery Vehicle","Land","14,000km","1,400m","Radio Command","1 Warhead"
"1650",1985,"Titan I",NA,"Delivery Vehicle","Land","10,000km","1,400m","Radio Command","1 Warhead"
"1651",1985,"Titan II",20,"Delivery Vehicle","Land","15,000km","900m","Inertial","1 Warhead"
"1652",1985,"Minuteman I",NA,"Delivery Vehicle","Land","10,000km","1000m","Inertial","1 Warhead"
"1653",1985,"Minuteman II",450,"Delivery Vehicle","Land","12,500km","200m","Inertial","3 Warheads (MIRV)"
"1654",1985,"Minuteman III",550,"Delivery Vehicle","Land","13,000km","120m","Inertial","3 Warheads (MIRV)"
"1655",1985,"Peacekeeper",NA,"Delivery Vehicle","Land","9,600km","90m","Inertial","12 Warheads (MIRV)"
"1656",1985,"Polaris A-1",NA,"Delivery Vehicle","Sea","2,200km","3.7km","Inertial","1 Warhead"
"1657",1985,"Polaris A-2",NA,"Delivery Vehicle","Sea","2,700km","3.7km","Inertial","1 Warhead"
"1658",1985,"Polaris A-3",NA,"Delivery Vehicle","Sea","4,600km","1km","Inertial","3 Warheads (MRV)"
"1659",1985,"Poseidon C-3",288,"Delivery Vehicle","Sea","5,900km","560m","Inertial","10 Warheads (MIRV)"
"1660",1985,"Trident C-4",312,"Delivery Vehicle","Sea","7,400km","200-500m","Astro-Inertial","8 Warheads (MIRV)"
"1661",1985,"Trident D-5",NA,"Delivery Vehicle","Sea","12,000km","100m","Astro-Inertial","10-14 Warheads (MIRV)"
"1662",1985,"B61-7/-11, B83-1",NA,"Warhead","Air","Los Alamos National Laboratory","130kg","Contact, airburst","5-150Kt (Variable Yield)"
"1663",1985,"AGM-28B (W28)",NA,"Warhead","Air","Los Alamos National Laboratory","790kg","Contact, airburst","70-1,450Kt"
"1664",1985,"AGM-69A (W69)",1140,"Warhead","Air","Los Alamos National Laboratory","125kg","Contact, airburst","170-200Kt"
"1665",1985,"AGM-86B (W80-1)",1160,"Warhead","Air","Los Alamos National Laboratory","130kg","Contact, airburst","5-150Kt (Variable Yield)"
"1666",1985,"AGM-129A (W80-1)",NA,"Warhead","Air","Los Alamos National Laboratory","324kg (B61), 1100kg (B83)","Contact, airburst","10-1,200Kt (Variable Yield)"
"1667",1985,"W49",NA,"Warhead","Land","Lawrence Livermore National Laboratory","1,400kg","Contact, airburst","4.5Mt"
"1668",1985,"W38",NA,"Warhead","Land","Los Alamos National Laboratory","740kg","Contact, airburst","1.45Mt"
"1669",1985,"W53",20,"Warhead","Land","Los Alamos National Laboratory","4,010kg","Contact, airburst","9Mt"
"1670",1985,"W59",NA,"Warhead","Land","Lawrence Livermore National Laboratory","270kg","Contact, airburst","1.2Mt"
"1671",1985,"W56",440,"Warhead","Land","Los Alamos National Laboratory","250kg","Contact, airburst","800Kt"
"1672",1985,"W62",750,"Warhead","Land","Lawrence Livermore National Laboratory","115kg","Contact, airburst","170Kt"
"1673",1985,"W78",900,"Warhead","Land","Los Alamos National Laboratory","320-360kg","Contact, airburst","350Kt"
"1674",1985,"W87",NA,"Warhead","Land","Lawrence Livermore National Laboratory","180-270kg","Contact, airburst","300Kt"
"1675",1985,"W47Y1",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","330kg","Contact, airburst","600Kt"
"1676",1985,"W47Y2",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","332kg","Contact, airburst","1.2Mt"
"1677",1985,"W58",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","117kg","Contact, airburst","200Kt"
"1678",1985,"W68",2880,"Warhead","Sea","Lawrence Livermore National Laboratory","166kg","Contact, airburst","40Kt"
"1679",1985,"W76-0",2496,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","100Kt"
"1680",1985,"W76-1",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","90Kt"
"1681",1985,"W88",NA,"Warhead","Sea","Los Alamos National Laboratory","175-350kg","Contact, airburst","475Kt"
"1682",1986,"B-29 Superfortress",NA,"Delivery Vehicle","Air","3,853km","N/A","N/A","12,700kg"
"1683",1986,"B-36 Peacemaker",NA,"Delivery Vehicle","Air","3,240km","N/A","N/A","11,340kg"
"1684",1986,"B-50 Superfortress",NA,"Delivery Vehicle","Air","14,200km","N/A","N/A","32,000kg"
"1685",1986,"B-47 Stratojet",NA,"Delivery Vehicle","Air","3,220km","N/A","N/A","8,820kg"
"1686",1986,"B-58 Hustler",NA,"Delivery Vehicle","Air","11,000km","N/A","N/A","23,000kg"
"1687",1986,"B-52 Stratofortress",241,"Delivery Vehicle","Air","12,000km","N/A","N/A","34,000kg"
"1688",1986,"B-1B Lancer",15,"Delivery Vehicle","Air","5,230km","N/A","N/A","9,100kg"
"1689",1986,"B-2 Spirit",NA,"Delivery Vehicle","Air","6,413km","N/A","N/A","33,000kg"
"1690",1986,"Atlas",NA,"Delivery Vehicle","Land","14,000km","1,400m","Radio Command","1 Warhead"
"1691",1986,"Titan I",NA,"Delivery Vehicle","Land","10,000km","1,400m","Radio Command","1 Warhead"
"1692",1986,"Titan II",5,"Delivery Vehicle","Land","15,000km","900m","Inertial","1 Warhead"
"1693",1986,"Minuteman I",NA,"Delivery Vehicle","Land","10,000km","1000m","Inertial","1 Warhead"
"1694",1986,"Minuteman II",450,"Delivery Vehicle","Land","12,500km","200m","Inertial","3 Warheads (MIRV)"
"1695",1986,"Minuteman III",540,"Delivery Vehicle","Land","13,000km","120m","Inertial","3 Warheads (MIRV)"
"1696",1986,"Peacekeeper",10,"Delivery Vehicle","Land","9,600km","90m","Inertial","12 Warheads (MIRV)"
"1697",1986,"Polaris A-1",NA,"Delivery Vehicle","Sea","2,200km","3.7km","Inertial","1 Warhead"
"1698",1986,"Polaris A-2",NA,"Delivery Vehicle","Sea","2,700km","3.7km","Inertial","1 Warhead"
"1699",1986,"Polaris A-3",NA,"Delivery Vehicle","Sea","4,600km","1km","Inertial","3 Warheads (MRV)"
"1700",1986,"Poseidon C-3",256,"Delivery Vehicle","Sea","5,900km","560m","Inertial","10 Warheads (MIRV)"
"1701",1986,"Trident C-4",360,"Delivery Vehicle","Sea","7,400km","200-500m","Astro-Inertial","8 Warheads (MIRV)"
"1702",1986,"Trident D-5",NA,"Delivery Vehicle","Sea","12,000km","100m","Astro-Inertial","10-14 Warheads (MIRV)"
"1703",1986,"B61-7/-11, B83-1",NA,"Warhead","Air","Los Alamos National Laboratory","130kg","Contact, airburst","5-150Kt (Variable Yield)"
"1704",1986,"AGM-28B (W28)",NA,"Warhead","Air","Los Alamos National Laboratory","790kg","Contact, airburst","70-1,450Kt"
"1705",1986,"AGM-69A (W69)",1140,"Warhead","Air","Los Alamos National Laboratory","125kg","Contact, airburst","170-200Kt"
"1706",1986,"AGM-86B (W80-1)",1525,"Warhead","Air","Los Alamos National Laboratory","130kg","Contact, airburst","5-150Kt (Variable Yield)"
"1707",1986,"AGM-129A (W80-1)",NA,"Warhead","Air","Los Alamos National Laboratory","324kg (B61), 1100kg (B83)","Contact, airburst","10-1,200Kt (Variable Yield)"
"1708",1986,"W49",NA,"Warhead","Land","Lawrence Livermore National Laboratory","1,400kg","Contact, airburst","4.5Mt"
"1709",1986,"W38",NA,"Warhead","Land","Los Alamos National Laboratory","740kg","Contact, airburst","1.45Mt"
"1710",1986,"W53",5,"Warhead","Land","Los Alamos National Laboratory","4,010kg","Contact, airburst","9Mt"
"1711",1986,"W59",NA,"Warhead","Land","Lawrence Livermore National Laboratory","270kg","Contact, airburst","1.2Mt"
"1712",1986,"W56",440,"Warhead","Land","Los Alamos National Laboratory","250kg","Contact, airburst","800Kt"
"1713",1986,"W62",720,"Warhead","Land","Lawrence Livermore National Laboratory","115kg","Contact, airburst","170Kt"
"1714",1986,"W78",900,"Warhead","Land","Los Alamos National Laboratory","320-360kg","Contact, airburst","350Kt"
"1715",1986,"W87",100,"Warhead","Land","Lawrence Livermore National Laboratory","180-270kg","Contact, airburst","300Kt"
"1716",1986,"W47Y1",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","330kg","Contact, airburst","600Kt"
"1717",1986,"W47Y2",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","332kg","Contact, airburst","1.2Mt"
"1718",1986,"W58",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","117kg","Contact, airburst","200Kt"
"1719",1986,"W68",2560,"Warhead","Sea","Lawrence Livermore National Laboratory","166kg","Contact, airburst","40Kt"
"1720",1986,"W76-0",2880,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","100Kt"
"1721",1986,"W76-1",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","90Kt"
"1722",1986,"W88",NA,"Warhead","Sea","Los Alamos National Laboratory","175-350kg","Contact, airburst","475Kt"
"1723",1987,"B-29 Superfortress",NA,"Delivery Vehicle","Air","3,853km","N/A","N/A","12,700kg"
"1724",1987,"B-36 Peacemaker",NA,"Delivery Vehicle","Air","3,240km","N/A","N/A","11,340kg"
"1725",1987,"B-50 Superfortress",NA,"Delivery Vehicle","Air","14,200km","N/A","N/A","32,000kg"
"1726",1987,"B-47 Stratojet",NA,"Delivery Vehicle","Air","3,220km","N/A","N/A","8,820kg"
"1727",1987,"B-58 Hustler",NA,"Delivery Vehicle","Air","11,000km","N/A","N/A","23,000kg"
"1728",1987,"B-52 Stratofortress",241,"Delivery Vehicle","Air","12,000km","N/A","N/A","34,000kg"
"1729",1987,"B-1B Lancer",64,"Delivery Vehicle","Air","5,230km","N/A","N/A","9,100kg"
"1730",1987,"B-2 Spirit",NA,"Delivery Vehicle","Air","6,413km","N/A","N/A","33,000kg"
"1731",1987,"Atlas",NA,"Delivery Vehicle","Land","14,000km","1,400m","Radio Command","1 Warhead"
"1732",1987,"Titan I",NA,"Delivery Vehicle","Land","10,000km","1,400m","Radio Command","1 Warhead"
"1733",1987,"Titan II",NA,"Delivery Vehicle","Land","15,000km","900m","Inertial","1 Warhead"
"1734",1987,"Minuteman I",NA,"Delivery Vehicle","Land","10,000km","1000m","Inertial","1 Warhead"
"1735",1987,"Minuteman II",450,"Delivery Vehicle","Land","12,500km","200m","Inertial","3 Warheads (MIRV)"
"1736",1987,"Minuteman III",520,"Delivery Vehicle","Land","13,000km","120m","Inertial","3 Warheads (MIRV)"
"1737",1987,"Peacekeeper",30,"Delivery Vehicle","Land","9,600km","90m","Inertial","12 Warheads (MIRV)"
"1738",1987,"Polaris A-1",NA,"Delivery Vehicle","Sea","2,200km","3.7km","Inertial","1 Warhead"
"1739",1987,"Polaris A-2",NA,"Delivery Vehicle","Sea","2,700km","3.7km","Inertial","1 Warhead"
"1740",1987,"Polaris A-3",NA,"Delivery Vehicle","Sea","4,600km","1km","Inertial","3 Warheads (MRV)"
"1741",1987,"Poseidon C-3",256,"Delivery Vehicle","Sea","5,900km","560m","Inertial","10 Warheads (MIRV)"
"1742",1987,"Trident C-4",384,"Delivery Vehicle","Sea","7,400km","200-500m","Astro-Inertial","8 Warheads (MIRV)"
"1743",1987,"Trident D-5",NA,"Delivery Vehicle","Sea","12,000km","100m","Astro-Inertial","10-14 Warheads (MIRV)"
"1744",1987,"B61-7/-11, B83-1",NA,"Warhead","Air","Los Alamos National Laboratory","130kg","Contact, airburst","5-150Kt (Variable Yield)"
"1745",1987,"AGM-28B (W28)",NA,"Warhead","Air","Los Alamos National Laboratory","790kg","Contact, airburst","70-1,450Kt"
"1746",1987,"AGM-69A (W69)",1140,"Warhead","Air","Los Alamos National Laboratory","125kg","Contact, airburst","170-200Kt"
"1747",1987,"AGM-86B (W80-1)",1614,"Warhead","Air","Los Alamos National Laboratory","130kg","Contact, airburst","5-150Kt (Variable Yield)"
"1748",1987,"AGM-129A (W80-1)",NA,"Warhead","Air","Los Alamos National Laboratory","324kg (B61), 1100kg (B83)","Contact, airburst","10-1,200Kt (Variable Yield)"
"1749",1987,"W49",NA,"Warhead","Land","Lawrence Livermore National Laboratory","1,400kg","Contact, airburst","4.5Mt"
"1750",1987,"W38",NA,"Warhead","Land","Los Alamos National Laboratory","740kg","Contact, airburst","1.45Mt"
"1751",1987,"W53",NA,"Warhead","Land","Los Alamos National Laboratory","4,010kg","Contact, airburst","9Mt"
"1752",1987,"W59",NA,"Warhead","Land","Lawrence Livermore National Laboratory","270kg","Contact, airburst","1.2Mt"
"1753",1987,"W56",440,"Warhead","Land","Los Alamos National Laboratory","250kg","Contact, airburst","800Kt"
"1754",1987,"W62",660,"Warhead","Land","Lawrence Livermore National Laboratory","115kg","Contact, airburst","170Kt"
"1755",1987,"W78",900,"Warhead","Land","Los Alamos National Laboratory","320-360kg","Contact, airburst","350Kt"
"1756",1987,"W87",300,"Warhead","Land","Lawrence Livermore National Laboratory","180-270kg","Contact, airburst","300Kt"
"1757",1987,"W47Y1",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","330kg","Contact, airburst","600Kt"
"1758",1987,"W47Y2",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","332kg","Contact, airburst","1.2Mt"
"1759",1987,"W58",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","117kg","Contact, airburst","200Kt"
"1760",1987,"W68",2560,"Warhead","Sea","Lawrence Livermore National Laboratory","166kg","Contact, airburst","40Kt"
"1761",1987,"W76-0",3072,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","100Kt"
"1762",1987,"W76-1",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","90Kt"
"1763",1987,"W88",NA,"Warhead","Sea","Los Alamos National Laboratory","175-350kg","Contact, airburst","475Kt"
"1764",1988,"B-29 Superfortress",NA,"Delivery Vehicle","Air","3,853km","N/A","N/A","12,700kg"
"1765",1988,"B-36 Peacemaker",NA,"Delivery Vehicle","Air","3,240km","N/A","N/A","11,340kg"
"1766",1988,"B-50 Superfortress",NA,"Delivery Vehicle","Air","14,200km","N/A","N/A","32,000kg"
"1767",1988,"B-47 Stratojet",NA,"Delivery Vehicle","Air","3,220km","N/A","N/A","8,820kg"
"1768",1988,"B-58 Hustler",NA,"Delivery Vehicle","Air","11,000km","N/A","N/A","23,000kg"
"1769",1988,"B-52 Stratofortress",180,"Delivery Vehicle","Air","12,000km","N/A","N/A","34,000kg"
"1770",1988,"B-1B Lancer",90,"Delivery Vehicle","Air","5,230km","N/A","N/A","9,100kg"
"1771",1988,"B-2 Spirit",NA,"Delivery Vehicle","Air","6,413km","N/A","N/A","33,000kg"
"1772",1988,"Atlas",NA,"Delivery Vehicle","Land","14,000km","1,400m","Radio Command","1 Warhead"
"1773",1988,"Titan I",NA,"Delivery Vehicle","Land","10,000km","1,400m","Radio Command","1 Warhead"
"1774",1988,"Titan II",NA,"Delivery Vehicle","Land","15,000km","900m","Inertial","1 Warhead"
"1775",1988,"Minuteman I",NA,"Delivery Vehicle","Land","10,000km","1000m","Inertial","1 Warhead"
"1776",1988,"Minuteman II",450,"Delivery Vehicle","Land","12,500km","200m","Inertial","3 Warheads (MIRV)"
"1777",1988,"Minuteman III",500,"Delivery Vehicle","Land","13,000km","120m","Inertial","3 Warheads (MIRV)"
"1778",1988,"Peacekeeper",50,"Delivery Vehicle","Land","9,600km","90m","Inertial","12 Warheads (MIRV)"
"1779",1988,"Polaris A-1",NA,"Delivery Vehicle","Sea","2,200km","3.7km","Inertial","1 Warhead"
"1780",1988,"Polaris A-2",NA,"Delivery Vehicle","Sea","2,700km","3.7km","Inertial","1 Warhead"
"1781",1988,"Polaris A-3",NA,"Delivery Vehicle","Sea","4,600km","1km","Inertial","3 Warheads (MRV)"
"1782",1988,"Poseidon C-3",224,"Delivery Vehicle","Sea","5,900km","560m","Inertial","10 Warheads (MIRV)"
"1783",1988,"Trident C-4",384,"Delivery Vehicle","Sea","7,400km","200-500m","Astro-Inertial","8 Warheads (MIRV)"
"1784",1988,"Trident D-5",NA,"Delivery Vehicle","Sea","12,000km","100m","Astro-Inertial","10-14 Warheads (MIRV)"
"1785",1988,"B61-7/-11, B83-1",NA,"Warhead","Air","Los Alamos National Laboratory","130kg","Contact, airburst","5-150Kt (Variable Yield)"
"1786",1988,"AGM-28B (W28)",NA,"Warhead","Air","Los Alamos National Laboratory","790kg","Contact, airburst","70-1,450Kt"
"1787",1988,"AGM-69A (W69)",1140,"Warhead","Air","Los Alamos National Laboratory","125kg","Contact, airburst","170-200Kt"
"1788",1988,"AGM-86B (W80-1)",1614,"Warhead","Air","Los Alamos National Laboratory","130kg","Contact, airburst","5-150Kt (Variable Yield)"
"1789",1988,"AGM-129A (W80-1)",NA,"Warhead","Air","Los Alamos National Laboratory","324kg (B61), 1100kg (B83)","Contact, airburst","10-1,200Kt (Variable Yield)"
"1790",1988,"W49",NA,"Warhead","Land","Lawrence Livermore National Laboratory","1,400kg","Contact, airburst","4.5Mt"
"1791",1988,"W38",NA,"Warhead","Land","Los Alamos National Laboratory","740kg","Contact, airburst","1.45Mt"
"1792",1988,"W53",NA,"Warhead","Land","Los Alamos National Laboratory","4,010kg","Contact, airburst","9Mt"
"1793",1988,"W59",NA,"Warhead","Land","Lawrence Livermore National Laboratory","270kg","Contact, airburst","1.2Mt"
"1794",1988,"W56",440,"Warhead","Land","Los Alamos National Laboratory","250kg","Contact, airburst","800Kt"
"1795",1988,"W62",600,"Warhead","Land","Lawrence Livermore National Laboratory","115kg","Contact, airburst","170Kt"
"1796",1988,"W78",900,"Warhead","Land","Los Alamos National Laboratory","320-360kg","Contact, airburst","350Kt"
"1797",1988,"W87",500,"Warhead","Land","Lawrence Livermore National Laboratory","180-270kg","Contact, airburst","300Kt"
"1798",1988,"W47Y1",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","330kg","Contact, airburst","600Kt"
"1799",1988,"W47Y2",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","332kg","Contact, airburst","1.2Mt"
"1800",1988,"W58",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","117kg","Contact, airburst","200Kt"
"1801",1988,"W68",2240,"Warhead","Sea","Lawrence Livermore National Laboratory","166kg","Contact, airburst","40Kt"
"1802",1988,"W76-0",3072,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","100Kt"
"1803",1988,"W76-1",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","90Kt"
"1804",1988,"W88",NA,"Warhead","Sea","Los Alamos National Laboratory","175-350kg","Contact, airburst","475Kt"
"1805",1989,"B-29 Superfortress",NA,"Delivery Vehicle","Air","3,853km","N/A","N/A","12,700kg"
"1806",1989,"B-36 Peacemaker",NA,"Delivery Vehicle","Air","3,240km","N/A","N/A","11,340kg"
"1807",1989,"B-50 Superfortress",NA,"Delivery Vehicle","Air","14,200km","N/A","N/A","32,000kg"
"1808",1989,"B-47 Stratojet",NA,"Delivery Vehicle","Air","3,220km","N/A","N/A","8,820kg"
"1809",1989,"B-58 Hustler",NA,"Delivery Vehicle","Air","11,000km","N/A","N/A","23,000kg"
"1810",1989,"B-52 Stratofortress",173,"Delivery Vehicle","Air","12,000km","N/A","N/A","34,000kg"
"1811",1989,"B-1B Lancer",90,"Delivery Vehicle","Air","5,230km","N/A","N/A","9,100kg"
"1812",1989,"B-2 Spirit",NA,"Delivery Vehicle","Air","6,413km","N/A","N/A","33,000kg"
"1813",1989,"Atlas",NA,"Delivery Vehicle","Land","14,000km","1,400m","Radio Command","1 Warhead"
"1814",1989,"Titan I",NA,"Delivery Vehicle","Land","10,000km","1,400m","Radio Command","1 Warhead"
"1815",1989,"Titan II",NA,"Delivery Vehicle","Land","15,000km","900m","Inertial","1 Warhead"
"1816",1989,"Minuteman I",NA,"Delivery Vehicle","Land","10,000km","1000m","Inertial","1 Warhead"
"1817",1989,"Minuteman II",450,"Delivery Vehicle","Land","12,500km","200m","Inertial","3 Warheads (MIRV)"
"1818",1989,"Minuteman III",500,"Delivery Vehicle","Land","13,000km","120m","Inertial","3 Warheads (MIRV)"
"1819",1989,"Peacekeeper",50,"Delivery Vehicle","Land","9,600km","90m","Inertial","12 Warheads (MIRV)"
"1820",1989,"Polaris A-1",NA,"Delivery Vehicle","Sea","2,200km","3.7km","Inertial","1 Warhead"
"1821",1989,"Polaris A-2",NA,"Delivery Vehicle","Sea","2,700km","3.7km","Inertial","1 Warhead"
"1822",1989,"Polaris A-3",NA,"Delivery Vehicle","Sea","4,600km","1km","Inertial","3 Warheads (MRV)"
"1823",1989,"Poseidon C-3",208,"Delivery Vehicle","Sea","5,900km","560m","Inertial","10 Warheads (MIRV)"
"1824",1989,"Trident C-4",384,"Delivery Vehicle","Sea","7,400km","200-500m","Astro-Inertial","8 Warheads (MIRV)"
